HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2009145.fn_usmetypp.005.2009155122643.FparStdDev_1km,MOD15A2,A2009145,fn_usmetypp,2009155122643,FparStdDev_1km,10,10,10,10,10,7,8,10,10,9,10,9,9,9,10,3,11,11,10,11,10,5,5,10,10,10,10,10,10,10,3,10,10,10,8,4,5,3,4,0,6,10,5,5,5,6,6,4,8
MOD15A2.A2009145.fn_usmetypp.005.2009155122643.Fpar_1km,MOD15A2,A2009145,fn_usmetypp,2009155122643,Fpar_1km,61,55,54,54,55,49,54,53,54,59,56,53,52,59,53,58,61,60,59,61,59,55,61,57,55,55,56,53,55,53,58,54,53,53,50,60,46,58,45,55,55,33,55,54,55,55,55,35,50
MOD15A2.A2009145.fn_usmetypp.005.2009155122643.LaiStdDev_1km,MOD15A2,A2009145,fn_usmetypp,2009155122643,LaiStdDev_1km,6,4,4,4,4,3,3,4,4,5,5,4,4,4,4,1,6,6,5,6,5,2,2,5,4,5,5,4,4,4,1,4,4,4,3,2,2,1,2,0,2,3,2,2,2,2,3,2,3
MOD15A2.A2009145.fn_usmetypp.005.2009155122643.Lai_1km,MOD15A2,A2009145,fn_usmetypp,2009155122643,Lai_1km,17,15,14,14,15,13,15,14,14,16,15,14,13,16,14,15,18,17,16,17,16,14,16,16,14,15,15,14,14,14,15,14,14,14,12,16,12,15,11,14,14,7,14,13,14,14,14,10,12
MOD15A2.A2009153.fn_usmetypp.005.2009166124110.FparExtra_QC,MOD15A2,A2009153,fn_usmetypp,2009166124110,FparExtra_QC,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00000000,00001000,00001000,01001000,01001000,01001000,01001000,00000000,00000000,01000000,01001000,10100000,01001000,11000000,01001000,00001000,00001000,01000000,01000000,01000000,01000000,01001000,10001000,00001000
MOD15A2.A2009153.fn_usmetypp.005.2009166124110.FparLai_QC,MOD15A2,A2009153,fn_usmetypp,2009166124110,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009153.fn_usmetypp.005.2009166124110.FparStdDev_1km,MOD15A2,A2009153,fn_usmetypp,2009166124110,FparStdDev_1km,10,12,12,11,9,9,10,11,11,10,9,10,6,4,12,11,9,9,10,11,10,13,11,12,2,9,4,5,12,5,5,0,9,9,10,5,4,3,5,3,10,9,0,5,6,11,7,5,8
MOD15A2.A2009153.fn_usmetypp.005.2009166124110.Fpar_1km,MOD15A2,A2009153,fn_usmetypp,2009166124110,Fpar_1km,71,69,69,73,79,80,63,74,74,76,79,81,55,64,68,75,79,80,82,81,80,69,75,77,63,59,65,60,75,61,59,61,58,58,53,59,47,58,45,58,55,31,55,58,57,67,55,37,49
MOD15A2.A2009153.fn_usmetypp.005.2009166124110.LaiStdDev_1km,MOD15A2,A2009153,fn_usmetypp,2009166124110,LaiStdDev_1km,12,12,12,12,13,13,5,13,13,13,13,15,2,2,12,13,13,13,16,18,14,13,13,15,1,5,2,3,14,3,2,0,4,4,4,2,2,2,2,2,5,2,0,2,3,10,3,2,3
MOD15A2.A2009153.fn_usmetypp.005.2009166124110.Lai_1km,MOD15A2,A2009153,fn_usmetypp,2009166124110,Lai_1km,25,24,23,27,32,33,18,27,27,30,31,35,14,18,23,28,32,33,37,36,33,24,28,30,17,16,18,16,28,16,15,16,16,15,13,15,12,15,11,15,14,6,14,15,14,21,14,10,12
MOD15A2.A2009161.fn_usmetypp.005.2009178204737.FparExtra_QC,MOD15A2,A2009161,fn_usmetypp,2009178204737,FparExtra_QC,01000000,00100000,00100000,00100000,00100000,00100000,01000000,01000000,00100000,01000000,01000000,00100000,00100000,01000000,01000000,01000000,01000000,00100000,00100000,00100000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01001000,01001000,01001000,01001000,01000000,01000000,00100000,11000000,01000000,10110000,01001000,01001000,01001000,01000000,01000000,01000000,01000000,01000000,11001000,01001000
MOD15A2.A2009161.fn_usmetypp.005.2009178204737.FparLai_QC,MOD15A2,A2009161,fn_usmetypp,2009178204737,FparLai_QC,00000000,01101001,01101001,00001000,00010000,00010000,00000000,00000000,00001000,00000000,00000000,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009161.fn_usmetypp.005.2009178204737.FparStdDev_1km,MOD15A2,A2009161,fn_usmetypp,2009178204737,FparStdDev_1km,8,248,248,8,11,9,10,0,10,11,10,248,10,11,9,5,11,11,10,10,11,10,10,10,11,11,11,8,11,11,10,10,11,9,6,9,4,8,4,10,10,10,8,10,8,9,10,5,10
MOD15A2.A2009161.fn_usmetypp.005.2009178204737.Fpar_1km,MOD15A2,A2009161,fn_usmetypp,2009178204737,Fpar_1km,38,22,18,48,53,54,71,41,53,63,61,25,53,67,51,36,69,67,62,67,46,52,54,64,61,62,67,38,60,60,55,58,63,60,39,50,31,43,31,52,54,33,46,45,48,52,53,33,48
MOD15A2.A2009161.fn_usmetypp.005.2009178204737.LaiStdDev_1km,MOD15A2,A2009161,fn_usmetypp,2009178204737,LaiStdDev_1km,3,248,248,3,4,4,10,0,4,6,6,248,5,10,3,1,10,10,6,9,4,4,4,7,6,7,10,2,6,6,4,5,7,5,2,4,1,3,1,4,4,3,3,3,3,4,4,2,4
MOD15A2.A2009161.fn_usmetypp.005.2009178204737.Lai_1km,MOD15A2,A2009161,fn_usmetypp,2009178204737,Lai_1km,9,4,4,11,14,14,24,9,13,19,17,5,15,21,13,7,23,21,18,22,11,13,14,19,18,18,21,9,17,17,15,16,19,16,8,14,7,11,7,13,14,7,13,12,13,15,13,10,12
MOD15A2.A2009169.fn_usmetypp.005.2009181062827.FparExtra_QC,MOD15A2,A2009169,fn_usmetypp,2009181062827,FparExtra_QC,00001000,00000000,00000000,00000000,00000000,00001000,01001000,00000000,00000000,00000000,00001000,00000000,01000000,00000000,00000000,00001000,00001000,00001000,00000000,00000000,00000000,00000000,00001000,00000000,00100000,01000000,01001000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2009169.fn_usmetypp.005.2009181062827.FparLai_QC,MOD15A2,A2009169,fn_usmetypp,2009181062827,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009169.fn_usmetypp.005.2009181062827.FparStdDev_1km,MOD15A2,A2009169,fn_usmetypp,2009181062827,FparStdDev_1km,12,12,12,13,11,11,10,13,13,12,11,7,11,7,13,13,11,10,2,8,4,14,13,10,10,11,11,13,13,5,10,9,9,9,10,6,5,5,5,5,10,10,6,6,3,7,8,3,7
MOD15A2.A2009169.fn_usmetypp.005.2009181062827.Fpar_1km,MOD15A2,A2009169,fn_usmetypp,2009181062827,Fpar_1km,67,67,67,69,75,77,67,68,68,75,75,66,61,64,64,70,75,70,68,66,64,64,69,61,59,61,61,68,68,59,55,58,59,58,52,57,45,54,46,54,52,35,54,54,52,52,52,41,49
MOD15A2.A2009169.fn_usmetypp.005.2009181062827.LaiStdDev_1km,MOD15A2,A2009169,fn_usmetypp,2009181062827,LaiStdDev_1km,11,11,11,12,14,14,9,13,12,14,14,4,6,4,12,13,14,12,1,5,2,13,13,5,5,6,6,13,14,2,4,4,4,4,4,3,2,2,2,2,4,3,2,2,1,3,3,1,2
MOD15A2.A2009169.fn_usmetypp.005.2009181062827.Lai_1km,MOD15A2,A2009169,fn_usmetypp,2009181062827,Lai_1km,22,22,22,23,29,30,22,23,23,28,28,19,18,18,20,25,29,23,20,19,18,20,24,17,16,18,17,23,23,15,14,15,16,15,13,14,11,13,11,13,13,8,13,13,12,12,12,12,11
MOD15A2.A2009177.fn_usmetypp.005.2009191184608.FparExtra_QC,MOD15A2,A2009177,fn_usmetypp,2009191184608,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2009177.fn_usmetypp.005.2009191184608.FparLai_QC,MOD15A2,A2009177,fn_usmetypp,2009191184608,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009177.fn_usmetypp.005.2009191184608.FparStdDev_1km,MOD15A2,A2009177,fn_usmetypp,2009191184608,FparStdDev_1km,10,10,8,7,7,11,11,5,6,4,0,11,10,11,9,4,2,11,11,11,2,4,4,0,9,10,11,10,2,3,0,10,9,9,5,0,4,10,3,10,4,11,0,3,3,4,6,5,8
MOD15A2.A2009177.fn_usmetypp.005.2009191184608.Fpar_1km,MOD15A2,A2009177,fn_usmetypp,2009191184608,Fpar_1km,73,72,70,70,69,67,67,69,68,65,74,67,60,61,65,72,75,63,62,62,67,62,71,61,58,59,61,57,67,58,55,54,58,59,54,55,50,51,49,55,55,34,55,58,52,55,57,38,50
MOD15A2.A2009177.fn_usmetypp.005.2009191184608.LaiStdDev_1km,MOD15A2,A2009177,fn_usmetypp,2009191184608,LaiStdDev_1km,11,11,6,5,5,10,10,3,3,2,0,10,6,6,5,3,1,7,6,7,1,2,2,0,5,5,6,5,1,1,0,4,4,4,2,0,1,4,1,4,2,3,0,1,1,2,2,2,3
MOD15A2.A2009177.fn_usmetypp.005.2009191184608.Lai_1km,MOD15A2,A2009177,fn_usmetypp,2009191184608,Lai_1km,26,25,22,22,21,22,22,20,20,18,23,21,17,17,19,22,24,19,18,19,19,16,22,16,16,17,17,15,19,15,14,14,16,16,13,14,13,13,12,14,14,7,14,15,12,14,14,11,12
MOD15A2.A2009185.fn_usmetypp.005.2009199091219.FparExtra_QC,MOD15A2,A2009185,fn_usmetypp,2009199091219,FparExtra_QC,00000000,00000000,00001000,00000000,01000000,01000000,01001000,00000000,00000000,01000000,01000000,01000000,01000000,01000000,00000000,00000000,01000000,01000000,01000000,01000000,01000000,00000000,00000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01001000,10000000,01000000,10000000,01000000,00000000,00100000,01001000,00000000,00000000,01000000,00001000,10000000,00001000
MOD15A2.A2009185.fn_usmetypp.005.2009199091219.FparLai_QC,MOD15A2,A2009185,fn_usmetypp,2009199091219,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009185.fn_usmetypp.005.2009199091219.FparStdDev_1km,MOD15A2,A2009185,fn_usmetypp,2009199091219,FparStdDev_1km,10,11,13,6,9,6,0,2,6,10,9,11,10,10,8,2,9,11,10,10,11,2,2,11,11,11,11,11,8,9,9,10,11,11,10,7,3,6,3,10,4,10,7,0,6,10,5,4,8
MOD15A2.A2009185.fn_usmetypp.005.2009199091219.Fpar_1km,MOD15A2,A2009185,fn_usmetypp,2009199091219,Fpar_1km,72,69,69,68,53,25,44,63,67,65,64,68,64,61,64,67,64,68,67,67,63,63,67,62,61,62,63,61,54,56,58,59,62,60,53,44,49,46,50,59,55,35,40,55,47,51,55,42,49
MOD15A2.A2009185.fn_usmetypp.005.2009199091219.LaiStdDev_1km,MOD15A2,A2009185,fn_usmetypp,2009199091219,LaiStdDev_1km,12,11,14,3,4,1,0,1,3,6,6,10,6,6,4,1,5,9,9,9,6,1,1,6,6,6,6,6,3,4,4,5,6,6,4,2,1,2,1,5,2,3,2,0,2,4,2,2,3
MOD15A2.A2009185.fn_usmetypp.005.2009199091219.Lai_1km,MOD15A2,A2009185,fn_usmetypp,2009199091219,Lai_1km,25,23,24,20,14,5,11,17,20,20,20,22,19,17,18,19,19,22,22,22,19,17,19,18,18,18,19,18,15,15,16,16,18,17,13,11,12,12,12,16,14,7,10,14,10,13,14,13,12
MOD15A2.A2009193.fn_usmetypp.005.2009204172756.FparExtra_QC,MOD15A2,A2009193,fn_usmetypp,2009204172756,FparExtra_QC,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2009193.fn_usmetypp.005.2009204172756.FparLai_QC,MOD15A2,A2009193,fn_usmetypp,2009204172756,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009193.fn_usmetypp.005.2009204172756.FparStdDev_1km,MOD15A2,A2009193,fn_usmetypp,2009204172756,FparStdDev_1km,10,10,7,5,5,10,11,3,6,9,6,11,12,11,7,2,7,10,3,10,8,0,4,11,10,11,11,11,11,4,6,10,10,10,3,10,4,10,4,10,0,12,10,9,10,10,3,3,5
MOD15A2.A2009193.fn_usmetypp.005.2009204172756.Fpar_1km,MOD15A2,A2009193,fn_usmetypp,2009204172756,Fpar_1km,72,72,70,70,66,69,67,65,67,64,73,67,66,62,67,63,70,67,64,65,65,66,65,61,59,61,62,60,61,59,55,56,61,60,52,55,51,53,52,56,55,36,51,51,51,52,57,42,54
MOD15A2.A2009193.fn_usmetypp.005.2009204172756.LaiStdDev_1km,MOD15A2,A2009193,fn_usmetypp,2009204172756,LaiStdDev_1km,11,11,5,3,3,10,10,2,3,5,5,10,10,6,4,1,5,9,2,8,5,0,2,6,5,6,6,6,6,2,2,5,6,5,1,4,2,4,2,5,0,3,4,3,4,4,1,1,2
MOD15A2.A2009193.fn_usmetypp.005.2009204172756.Lai_1km,MOD15A2,A2009193,fn_usmetypp,2009204172756,Lai_1km,25,25,22,21,19,23,22,18,20,19,24,21,21,18,19,17,21,21,17,20,19,19,18,18,16,18,18,17,18,15,14,15,17,17,12,15,13,13,13,15,14,8,13,13,13,13,14,13,13
MOD15A2.A2009201.fn_usmetypp.005.2009212161554.FparExtra_QC,MOD15A2,A2009201,fn_usmetypp,2009212161554,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00001000
MOD15A2.A2009201.fn_usmetypp.005.2009212161554.FparLai_QC,MOD15A2,A2009201,fn_usmetypp,2009212161554,FparLai_QC,00000000,00000000,00000000,00000000,00100000,00100000,00000000,00000000,00000000,00100000,00100000,00000000,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009201.fn_usmetypp.005.2009212161554.FparStdDev_1km,MOD15A2,A2009201,fn_usmetypp,2009212161554,FparStdDev_1km,10,10,12,12,9,6,6,13,13,9,8,6,11,8,13,10,6,10,8,9,11,7,10,8,10,8,8,10,5,2,0,9,8,10,9,9,3,10,3,9,11,11,3,3,3,11,5,4,4
MOD15A2.A2009201.fn_usmetypp.005.2009212161554.Fpar_1km,MOD15A2,A2009201,fn_usmetypp,2009212161554,Fpar_1km,71,72,69,75,84,88,69,69,71,84,86,69,67,65,69,81,86,72,66,67,69,62,81,65,61,65,66,61,66,63,61,58,62,60,53,59,50,54,50,58,54,36,52,52,52,53,55,42,53
MOD15A2.A2009201.fn_usmetypp.005.2009212161554.LaiStdDev_1km,MOD15A2,A2009201,fn_usmetypp,2009212161554,LaiStdDev_1km,11,11,12,14,15,14,4,14,14,15,15,4,10,4,13,15,13,12,5,7,12,4,14,5,5,4,5,6,3,1,0,4,4,5,4,5,1,4,1,4,4,3,1,1,1,4,2,2,2
MOD15A2.A2009201.fn_usmetypp.005.2009212161554.Lai_1km,MOD15A2,A2009201,fn_usmetypp,2009212161554,Lai_1km,24,25,23,28,39,45,21,24,26,39,42,21,21,19,24,35,41,25,19,21,23,17,35,19,17,19,19,18,19,17,16,15,17,17,13,16,12,14,12,15,14,8,12,12,12,13,14,13,13
MOD15A2.A2009209.fn_usmetypp.005.2009222125826.FparExtra_QC,MOD15A2,A2009209,fn_usmetypp,2009222125826,FparExtra_QC,00001000,00001000,00001000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,01000000,01000000,00001000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,10001000,01000000,10001000,01000000,01000000,00001000,01000000,01000000,01000000,01000000,01000000,10001000,00001000
MOD15A2.A2009209.fn_usmetypp.005.2009222125826.FparLai_QC,MOD15A2,A2009209,fn_usmetypp,2009222125826,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009209.fn_usmetypp.005.2009222125826.FparStdDev_1km,MOD15A2,A2009209,fn_usmetypp,2009222125826,FparStdDev_1km,8,8,5,6,11,6,10,3,8,9,9,10,11,11,4,0,9,6,11,7,8,7,7,11,11,11,10,11,11,11,10,9,10,10,10,10,4,10,4,9,10,11,10,10,10,10,10,4,5
MOD15A2.A2009209.fn_usmetypp.005.2009222125826.Fpar_1km,MOD15A2,A2009209,fn_usmetypp,2009222125826,Fpar_1km,77,76,73,67,73,78,70,72,64,70,77,70,68,67,73,66,77,70,67,69,70,63,69,67,62,63,67,62,67,61,57,59,63,62,53,56,57,55,54,59,54,37,52,52,52,52,51,44,54
MOD15A2.A2009209.fn_usmetypp.005.2009222125826.LaiStdDev_1km,MOD15A2,A2009209,fn_usmetypp,2009222125826,LaiStdDev_1km,12,12,4,3,11,6,10,2,5,7,12,10,10,10,3,0,12,4,9,4,6,4,5,9,6,7,9,6,9,6,5,5,6,5,4,4,2,4,2,4,4,3,4,4,4,4,4,2,2
MOD15A2.A2009209.fn_usmetypp.005.2009222125826.Lai_1km,MOD15A2,A2009209,fn_usmetypp,2009222125826,Lai_1km,29,28,23,20,26,28,24,22,18,22,29,24,22,22,23,19,29,21,22,20,22,18,21,21,18,19,21,18,21,17,16,16,18,17,14,15,16,14,14,16,14,8,13,13,13,13,13,14,13
MOD15A2.A2009217.fn_usmetypp.005.2009228090610.FparExtra_QC,MOD15A2,A2009217,fn_usmetypp,2009228090610,FparExtra_QC,00001000,00001000,00001000,00001000,00001000,00001000,00000000,00001000,00001000,00000000,00000000,00000000,00001000,00001000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00001000,00001000,00001000,00000000,00001000,10000000,00000000,10000000,00001000,00000000,00000000,00000000,00001000,00001000,00000000,00000000,10001000,00000000
MOD15A2.A2009217.fn_usmetypp.005.2009228090610.FparLai_QC,MOD15A2,A2009217,fn_usmetypp,2009228090610,FparLai_QC,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009217.fn_usmetypp.005.2009228090610.FparStdDev_1km,MOD15A2,A2009217,fn_usmetypp,2009228090610,FparStdDev_1km,11,11,11,9,4,8,10,12,12,6,9,10,11,10,12,6,10,10,11,11,6,3,0,11,10,8,11,8,10,5,6,10,11,11,10,9,3,10,3,9,11,11,6,5,9,10,5,6,8
MOD15A2.A2009217.fn_usmetypp.005.2009228090610.Fpar_1km,MOD15A2,A2009217,fn_usmetypp,2009228090610,Fpar_1km,72,71,74,82,92,75,72,75,76,73,77,72,67,67,75,90,72,72,70,71,74,64,70,68,62,65,69,65,67,61,61,59,62,61,56,59,49,56,50,58,54,37,54,54,52,53,55,41,49
MOD15A2.A2009217.fn_usmetypp.005.2009228090610.LaiStdDev_1km,MOD15A2,A2009217,fn_usmetypp,2009228090610,LaiStdDev_1km,12,12,13,14,11,7,13,15,15,4,12,13,10,9,14,14,11,12,12,12,4,2,0,10,5,5,12,5,8,2,3,5,6,6,4,4,1,5,1,5,5,3,3,2,4,4,2,2,3
MOD15A2.A2009217.fn_usmetypp.005.2009228090610.Lai_1km,MOD15A2,A2009217,fn_usmetypp,2009228090610,Lai_1km,26,25,28,35,53,26,26,29,31,24,29,25,22,21,28,50,25,25,24,24,24,18,21,22,17,19,23,19,21,16,16,17,18,18,14,16,12,15,12,16,14,8,13,13,13,13,14,13,11
MOD15A2.A2009225.fn_usmetypp.005.2009235062124.FparExtra_QC,MOD15A2,A2009225,fn_usmetypp,2009235062124,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2009225.fn_usmetypp.005.2009235062124.FparLai_QC,MOD15A2,A2009225,fn_usmetypp,2009235062124,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2009225.fn_usmetypp.005.2009235062124.FparStdDev_1km,MOD15A2,A2009225,fn_usmetypp,2009235062124,FparStdDev_1km,11,11,10,10,7,7,10,9,8,10,11,10,11,12,11,9,8,10,10,10,9,10,10,8,11,11,11,11,11,10,10,10,10,10,10,9,4,10,5,10,10,11,10,9,10,10,9,3,5
MOD15A2.A2009225.fn_usmetypp.005.2009235062124.Fpar_1km,MOD15A2,A2009225,fn_usmetypp,2009235062124,Fpar_1km,75,74,79,80,87,74,67,72,76,67,73,67,67,64,76,65,70,67,67,67,66,60,66,64,61,63,64,62,62,59,57,59,61,60,52,58,54,54,53,57,53,38,51,50,51,52,51,42,54
MOD15A2.A2009225.fn_usmetypp.005.2009235062124.LaiStdDev_1km,MOD15A2,A2009225,fn_usmetypp,2009235062124,LaiStdDev_1km,12,11,12,14,14,5,9,7,6,6,12,9,10,9,13,5,6,9,9,9,6,5,7,5,6,7,7,6,6,5,4,5,5,5,4,5,2,4,2,4,4,3,4,3,4,4,4,1,2
